TOKEN,LABEL,HEAD,HEAD_WORD,DEP_REL,POS,SUB_TOKENS,REL_GROUP
a,O,5,lot,det,DT,,Nominals
lot,O,3,to,pobj,NN,,Prepositions
of,O,5,lot,prep,IN,,Coordination
other,O,8,cameras,amod,JJ,,Nominals
cameras,B-ASP,6,of,pobj,NNS,,Prepositions
",",O,10,believe,punct,",",,Miscellaneous
believe,O,14,'s,parataxis,VBP,,Miscellaneous
me,O,10,believe,dobj,PRP,,Objects
",",O,10,believe,punct,",",,Miscellaneous
it,O,14,'s,nsubj,PRP,,Subjects
's,O,1,compared,punct,VBZ,' s,Miscellaneous
value,O,14,'s,attr,NN,,Objects
for,O,15,value,prep,IN,,Coordination
money,O,16,for,pobj,NN,,Prepositions
.,O,14,'s,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,1,love,nsubj,PRP,,Subjects
love,B-OP,1,love,ROOT,VBP,,ROOT
this,O,3,player,det,DT,,Nominals
player,B-ASP,1,love,dobj,NN,,Objects
.,O,1,love,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
this,O,1,is,nsubj,DT,,Subjects
is,O,1,is,ROOT,VBZ,,ROOT
my,O,7,player,poss,PRP$,,Nominals
second,O,7,player,amod,JJ,,Nominals
creative,O,5,labs,amod,JJ,,Nominals
labs,O,7,player,compound,NNS,,Compund
mp3,B-ASP,7,player,compound,NN,,Compund
player,I-ASP,1,is,attr,NN,,Objects
",",O,1,is,punct,",",,Miscellaneous
and,O,1,is,cc,CC,,Coordination
it,O,11,is,nsubj,PRP,,Subjects
is,O,1,is,conj,VBZ,,Coordination
definitely,O,11,is,advmod,RB,,Adverbials
a,O,15,product,det,DT,,Nominals
fine,B-OP,15,product,amod,JJ,,Nominals
product,O,11,is,attr,NN,,Objects
.,O,11,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
the,O,1,reason,det,DT,,Nominals
reason,O,4,is,nsubj,NN,,Subjects
so,O,3,many,advmod,RB,,Adverbials
many,O,4,is,nsubj,JJ,,Subjects
is,O,4,is,ROOT,VBZ,,ROOT
that,O,7,am,mark,IN,,Compund
i,O,7,am,nsubj,PRP,,Subjects
am,O,4,is,ccomp,VBP,,Complements
a,O,9,contractor,det,DT,,Nominals
contractor,O,7,am,attr,NN,,Objects
and,O,7,am,cc,CC,,Coordination
all,O,15,have,nsubj,DT,,Subjects
of,O,11,all,prep,IN,,Coordination
my,O,14,subs,poss,PRP$,,Nominals
subs,O,12,of,pobj,NNS,sub ##s,Prepositions
have,O,7,am,conj,VBP,,Coordination
these,O,17,carriers,det,DT,,Nominals
carriers,O,15,have,dobj,NNS,,Objects
and,O,15,have,cc,CC,,Coordination
i,O,21,benifit,nsubj,PRP,,Subjects
can,O,21,benifit,aux,MD,,Auxiliaries
benifit,O,15,have,conj,VB,ben ##if ##it,Coordination
from,O,21,benifit,prep,IN,,Coordination
the,O,24,mobile,det,DT,,Nominals
mobile,O,22,from,pobj,NN,,Prepositions
to,O,22,from,prep,IN,,Coordination
mobile,O,27,features,amod,JJ,,Nominals
features,O,25,to,pobj,NNS,,Prepositions
that,O,32,offering,dobj,IN,,Objects
companies,O,32,offering,nsubj,NNS,,Subjects
are,O,32,offering,aux,VBP,,Auxiliaries
now,O,32,offering,advmod,RB,,Adverbials
offering,O,27,features,relcl,VBG,,Nominals
!,O,4,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,3,go,nsubj,PRP,,Subjects
wo,O,3,go,aux,MD,,Auxiliaries
n't,O,3,go,neg,RB,n ' t,Negation
go,O,3,go,ROOT,VB,,ROOT
into,O,3,go,prep,IN,,Coordination
the,O,6,details,det,DT,,Nominals
details,O,4,into,pobj,NNS,,Prepositions
here,O,6,details,advmod,RB,,Adverbials
",",O,3,go,punct,",",,Miscellaneous
as,O,18,go,mark,IN,,Compund
the,O,12,sites,det,DT,,Nominals
online,O,12,sites,amod,JJ,,Nominals
sites,O,18,go,nsubj,NNS,,Subjects
(,O,12,sites,punct,-LRB-,,Miscellaneous
stevesdigicams,O,12,sites,appos,NNP,steve ##sd ##ig ##ica ##ms,Nominals
",",O,14,stevesdigicams,punct,",",,Miscellaneous
dpreviews,O,14,stevesdigicams,appos,NNP,d ##pre ##view ##s,Nominals
),O,14,stevesdigicams,punct,-RRB-,,Miscellaneous
go,O,3,go,advcl,VB,,Adverbials
into,O,18,go,prep,IN,,Coordination
great,O,21,depth,amod,JJ,,Nominals
depth,O,19,into,pobj,NN,,Prepositions
in,O,18,go,prep,IN,,Coordination
their,O,24,reviews,poss,PRP$,,Nominals
reviews,O,22,in,pobj,NNS,,Prepositions
",",O,3,go,punct,",",,Miscellaneous
but,O,3,go,cc,CC,,Coordination
i,O,28,am,nsubj,PRP,,Subjects
am,O,3,go,conj,VBP,,Coordination
very,O,30,pleased,advmod,RB,,Adverbials
pleased,B-OP,28,am,acomp,JJ,,Complements
with,O,30,pleased,prep,IN,,Coordination
the,O,33,features,det,DT,,Nominals
features,B-ASP,31,with,pobj,NNS,,Prepositions
",",O,33,features,punct,",",,Miscellaneous
the,O,36,speed,det,DT,,Nominals
speed,B-ASP,33,features,conj,NN,,Coordination
",",O,36,speed,punct,",",,Miscellaneous
the,O,40,quality,det,DT,,Nominals
picture,B-ASP,40,quality,compound,NN,,Compund
quality,I-ASP,36,speed,conj,NN,,Coordination
",",O,40,quality,punct,",",,Miscellaneous
the,O,43,flexibility,det,DT,,Nominals
flexibility,B-ASP,40,quality,conj,NN,,Coordination
",",O,43,flexibility,punct,",",,Miscellaneous
the,O,46,automation,det,DT,,Nominals
automation,B-ASP,43,flexibility,conj,NN,,Coordination
",",O,46,automation,punct,",",,Miscellaneous
and,O,46,automation,cc,CC,,Coordination
the,O,51,conveniences,det,DT,,Nominals
functional,B-ASP,51,conveniences,amod,JJ,,Nominals
conveniences,I-ASP,46,automation,conj,NNS,convenience ##s,Coordination
this,O,53,camera,det,DT,,Nominals
camera,O,54,offers,nsubj,NN,,Subjects
offers,O,51,conveniences,relcl,VBZ,,Nominals
.,O,28,am,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
well,O,8,plug,intj,UH,,Miscellaneous
just,O,2,one,advmod,RB,,Adverbials
one,O,3,con,nummod,CD,,Nominals
con,O,8,plug,nsubj,NN,,Subjects
-,O,3,con,punct,:,,Miscellaneous
its,O,3,con,nummod,PRP$,,Nominals
not,O,8,plug,neg,RB,,Negation
really,O,8,plug,advmod,RB,,Adverbials
plug,O,8,plug,ROOT,VB,,ROOT
and,O,8,plug,cc,CC,,Coordination
play,O,8,plug,conj,VB,,Coordination
at,O,10,play,prep,IN,,Coordination
first,O,11,at,pobj,RB,,Prepositions
i,O,14,mean,nsubj,PRP,,Subjects
mean,O,14,mean,ROOT,VBP,,ROOT
its,O,17,confusing,poss,PRP$,,Nominals
very,O,17,confusing,advmod,RB,,Adverbials
confusing,B-OP,14,mean,dobj,JJ,,Objects
to,O,19,start,aux,TO,,Auxiliaries
start,O,14,mean,xcomp,VB,,Complements
the,O,21,program,det,DT,,Nominals
program,B-ASP,19,start,dobj,NN,,Objects
but,O,30,be,prep,CC,,Coordination
one,O,22,but,pobj,NN,,Prepositions
you,O,25,do,nsubj,PRP,,Subjects
do,O,23,one,relcl,VBP,,Nominals
it,O,25,do,dobj,PRP,,Objects
",",O,30,be,punct,",",,Miscellaneous
it,O,30,be,nsubj,PRP,,Subjects
will,O,30,be,aux,MD,,Auxiliaries
be,O,30,be,ROOT,VB,,ROOT
a,O,32,breeze,det,DT,,Nominals
breeze,O,30,be,attr,NN,,Objects
.,O,30,be,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
you,O,3,delete,nsubj,PRP,,Subjects
can,O,3,delete,aux,MD,,Auxiliaries
also,O,3,delete,advmod,RB,,Adverbials
delete,O,3,delete,ROOT,VB,del ##ete,ROOT
songs,O,3,delete,dobj,NNS,,Objects
from,O,3,delete,prep,IN,,Coordination
the,O,7,player,det,DT,,Nominals
player,O,5,from,pobj,NN,,Prepositions
itself,O,7,player,appos,PRP,,Nominals
",",O,3,delete,punct,",",,Miscellaneous
and,O,3,delete,cc,CC,,Coordination
create,O,3,delete,conj,VB,,Coordination
playlists,O,11,create,dobj,NNS,play ##lists,Objects
-,O,12,playlists,punct,:,,Miscellaneous
on,O,12,playlists,prep,IN,,Coordination
the,O,16,fly,det,DT,,Nominals
fly,O,14,on,pobj,NN,,Prepositions
-,O,12,playlists,punct,HYPH,,Miscellaneous
on,O,12,playlists,prep,RP,,Coordination
your,O,20,player,poss,PRP$,,Nominals
player,O,18,on,pobj,NN,,Prepositions
.,O,3,delete,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
perhaps,O,4,teach,advmod,RB,,Adverbials
this,O,2,experience,det,DT,,Nominals
experience,O,4,teach,nsubj,NN,,Subjects
will,O,4,teach,aux,MD,,Auxiliaries
teach,O,4,teach,ROOT,VB,,ROOT
me,O,4,teach,dobj,PRP,,Objects
not,O,8,buy,neg,RB,,Negation
to,O,8,buy,aux,TO,,Auxiliaries
buy,O,4,teach,xcomp,VB,,Complements
"""",O,8,buy,punct,``,,Miscellaneous
off,O,8,buy,prep,JJ,,Coordination
"""",O,12,brands,punct,'',,Miscellaneous
brands,O,10,off,pobj,NNS,,Prepositions
.,O,4,teach,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
drop,O,0,drop,ROOT,VB,,ROOT
if,O,0,drop,advmod,IN,,Adverbials
just,O,4,few,advmod,RB,,Adverbials
a,O,4,few,quantmod,DT,,Miscellaneous
few,O,5,inches,nummod,JJ,,Nominals
inches,O,1,if,pobj,NNS,,Prepositions
on,O,5,inches,prep,IN,,Coordination
a,O,9,surface,det,DT,,Nominals
hard,O,9,surface,amod,JJ,,Nominals
surface,O,6,on,pobj,NN,,Prepositions
and,O,0,drop,cc,CC,,Coordination
the,O,12,faceplate,det,DT,,Nominals
faceplate,O,13,pops,nsubj,NN,face ##plate,Subjects
pops,O,0,drop,conj,VBZ,,Coordination
off,O,13,pops,prt,RP,,Compund
(,O,17,not,punct,-LRB-,,Miscellaneous
but,O,17,not,cc,CC,,Coordination
not,O,0,drop,conj,RB,,Coordination
if,O,20,'s,mark,IN,,Compund
it,O,20,'s,nsubj,PRP,,Subjects
's,O,17,not,advcl,VBZ,' s,Adverbials
in,O,20,'s,prep,IN,,Coordination
its,O,23,case,poss,PRP$,,Nominals
case,O,21,in,pobj,NN,,Prepositions
),O,17,not,punct,-RRB-,,Miscellaneous
.,O,0,drop,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,1,figured,nsubj,PRP,,Subjects
figured,O,1,figured,ROOT,VBD,,ROOT
with,O,1,figured,prep,IN,,Coordination
a,O,6,product,det,DT,,Nominals
great,O,6,product,amod,JJ,,Nominals
first,O,6,product,amod,JJ,,Nominals
product,O,2,with,pobj,NN,,Prepositions
and,O,2,with,cc,CC,,Coordination
with,O,2,with,conj,IN,,Coordination
this,O,10,one,det,DT,,Nominals
one,O,11,having,nsubj,NN,,Subjects
having,O,8,with,pcomp,VBG,,Prepositions
more,O,13,features,amod,JJR,,Nominals
features,O,11,having,dobj,NNS,,Objects
than,O,13,features,prep,IN,,Coordination
the,O,16,600,det,DT,,Nominals
600,O,14,than,pobj,CD,,Prepositions
i,O,19,buy,nsubj,PRP,,Subjects
would,O,19,buy,aux,MD,,Auxiliaries
buy,O,16,600,relcl,VB,,Nominals
one,O,19,buy,dobj,CD,,Objects
.,O,1,figured,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,2,had,nsubj,PRP,,Subjects
've,O,2,had,aux,VBP,' ve,Auxiliaries
had,O,2,had,ROOT,VBN,,ROOT
the,O,4,player,det,DT,,Nominals
player,B-ASP,2,had,dobj,NN,,Objects
for,O,2,had,prep,IN,,Coordination
about,O,7,2,advmod,RB,,Adverbials
2,O,8,years,nummod,CD,,Nominals
years,O,5,for,pobj,NNS,,Prepositions
now,O,2,had,advmod,RB,,Adverbials
and,O,13,performs,cc,CC,,Coordination
it,O,13,performs,nsubj,PRP,,Subjects
still,O,13,performs,advmod,RB,,Adverbials
performs,B-ASP,13,performs,ROOT,VBZ,,ROOT
nicely,B-OP,13,performs,advmod,RB,,Adverbials
with,O,13,performs,prep,IN,,Coordination
the,O,17,exception,det,DT,,Nominals
exception,O,15,with,pobj,NN,,Prepositions
of,O,17,exception,prep,IN,,Coordination
an,O,22,sound,det,DT,,Nominals
occasional,O,22,sound,amod,JJ,,Nominals
wwhhhrrr,O,22,sound,compound,NN,w ##w ##hh ##hr ##rr,Compund
sound,B-ASP,18,of,pobj,NN,,Prepositions
from,O,22,sound,prep,IN,,Coordination
the,O,25,motor,det,DT,,Nominals
motor,O,23,from,pobj,NN,,Prepositions
.,O,13,performs,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
friends,O,8,are,nsubj,NNS,,Subjects
of,O,0,friends,prep,IN,,Coordination
mine,O,1,of,pobj,NN,,Prepositions
who,O,4,own,nsubj,WP,,Subjects
own,O,0,friends,relcl,VBP,,Nominals
apex,O,7,sets,compound,NN,,Compund
tv,O,7,sets,compound,NN,,Compund
sets,O,4,own,dobj,NNS,,Objects
are,O,8,are,ROOT,VBP,,ROOT
also,O,8,are,advmod,RB,,Adverbials
all,O,8,are,dep,DT,,Miscellaneous
very,O,12,pleased,advmod,RB,,Adverbials
pleased,O,8,are,acomp,JJ,,Complements
.,O,8,are,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
the,O,1,software,det,DT,,Nominals
software,B-ASP,2,failed,nsubj,NN,,Subjects
failed,B-OP,2,failed,ROOT,VBD,,ROOT
repeatedly,O,2,failed,advmod,RB,,Adverbials
.,O,2,failed,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
the,O,1,device,det,DT,,Nominals
device,O,2,is,nsubj,NN,,Subjects
is,O,2,is,ROOT,VBZ,,ROOT
larger,O,2,is,acomp,JJR,,Complements
than,O,3,larger,prep,IN,,Coordination
an,O,6,ipod,det,DT,,Nominals
ipod,O,4,than,pobj,NN,,Prepositions
of,O,6,ipod,prep,IN,,Coordination
similar,O,9,capacity,amod,JJ,,Nominals
capacity,O,7,of,pobj,NN,,Prepositions
.,O,2,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
after,O,4,decided,prep,IN,,Coordination
much,O,2,research,amod,JJ,,Nominals
research,O,0,after,pobj,NN,,Prepositions
i,O,4,decided,nsubj,PRP,,Subjects
decided,O,4,decided,ROOT,VBD,,ROOT
on,O,4,decided,prep,IN,,Coordination
the,O,8,coolpix,det,DT,,Nominals
nikon,O,8,coolpix,compound,NNP,nik ##on,Compund
coolpix,O,5,on,pobj,NNP,cool ##pi ##x,Prepositions
4300,O,8,coolpix,appos,CD,430 ##0,Nominals
.,O,4,decided,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
then,O,4,is,advmod,RB,,Adverbials
sorting,B-ASP,4,is,csubj,VBG,,Subjects
the,O,3,files,det,DT,,Nominals
files,B-ASP,1,sorting,dobj,NNS,,Objects
is,O,4,is,ROOT,VBZ,,ROOT
easy,B-OP,4,is,acomp,JJ,,Complements
as,O,5,easy,prep,IN,,Coordination
pie,O,6,as,pobj,NN,,Prepositions
.,O,4,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
you,O,1,have,nsubj,PRP,,Subjects
have,O,1,have,ROOT,VBP,,ROOT
to,O,3,ask,aux,TO,,Auxiliaries
ask,O,1,have,xcomp,VB,,Complements
yourself,O,3,ask,dobj,PRP,,Objects
",",O,3,ask,punct,",",,Miscellaneous
"""",O,3,ask,punct,``,,Miscellaneous
how,O,8,much,advmod,WRB,,Adverbials
much,O,9,money,amod,JJ,,Nominals
money,O,10,is,nsubj,NN,,Subjects
is,O,3,ask,ccomp,VBZ,,Complements
dissapointment,O,12,worth,amod,JJ,di ##ssa ##point ##ment,Nominals
worth,O,10,is,acomp,JJ,,Complements
?,O,1,have,punct,.,,Miscellaneous
"""",O,1,have,punct,'',,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
so,O,4,plays,advmod,RB,,Adverbials
now,O,4,plays,advmod,RB,,Adverbials
it,O,4,plays,nsubj,PRP,,Subjects
still,O,4,plays,advmod,RB,,Adverbials
plays,O,11,see,ccomp,VBZ,,Complements
everything,O,4,plays,dobj,NN,,Objects
",",O,11,see,punct,",",,Miscellaneous
you,O,11,see,nsubj,PRP,,Subjects
just,O,11,see,advmod,RB,,Adverbials
can,O,11,see,aux,MD,,Auxiliaries
't,O,11,see,nsubj,RB,' t,Subjects
see,O,11,see,ROOT,VB,,ROOT
it,O,11,see,dobj,PRP,,Objects
!,O,11,see,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
the,O,2,life,det,DT,,Nominals
battery,B-ASP,2,life,compound,NN,,Compund
life,I-ASP,3,is,nsubj,NN,,Subjects
is,O,3,is,ROOT,VBZ,,ROOT
amazing,B-OP,3,is,acomp,JJ,,Complements
.,O,3,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
well,O,6,was,intj,UH,,Miscellaneous
",",O,6,was,punct,",",,Miscellaneous
maybe,O,6,was,advmod,RB,,Adverbials
that,O,5,song,det,DT,,Nominals
particular,O,5,song,amod,JJ,,Nominals
song,O,6,was,nsubj,NN,,Subjects
was,O,12,tried,ccomp,VBD,,Complements
just,O,8,corrupt,advmod,RB,,Adverbials
corrupt,O,6,was,acomp,JJ,,Complements
",",O,12,tried,punct,",",,Miscellaneous
so,O,12,tried,advmod,RB,,Adverbials
i,O,12,tried,nsubj,PRP,,Subjects
tried,O,66,froze,ccomp,VBD,,Complements
to,O,14,upload,aux,TO,,Auxiliaries
upload,O,12,tried,xcomp,VB,up ##load,Complements
some,O,14,upload,dobj,DT,,Objects
of,O,15,some,prep,IN,,Coordination
my,O,18,own,poss,PRP$,,Nominals
own,O,16,of,pobj,JJ,,Prepositions
",",O,12,tried,punct,",",,Miscellaneous
after,O,12,tried,prep,IN,,Coordination
four,O,22,attempts,nummod,CD,,Nominals
attempts,O,20,after,pobj,NNS,,Prepositions
",",O,12,tried,punct,",",,Miscellaneous
at,O,37,managed,prep,IN,,Coordination
each,O,26,one,det,DT,,Nominals
one,O,24,at,pobj,NN,,Prepositions
the,O,28,unit,det,DT,,Nominals
unit,O,29,locked,nsubj,NN,,Subjects
locked,O,26,one,relcl,VBD,,Nominals
up,O,29,locked,prt,RP,,Compund
and,O,29,locked,cc,CC,,Coordination
required,O,29,locked,conj,VBD,,Coordination
a,O,34,reboot,det,DT,,Nominals
reboot,O,32,required,dobj,NN,re ##boot,Objects
",",O,37,managed,punct,",",,Miscellaneous
i,O,37,managed,nsubj,PRP,,Subjects
managed,O,12,tried,conj,VBD,,Coordination
to,O,39,upload,aux,TO,,Auxiliaries
upload,O,37,managed,xcomp,VB,up ##load,Complements
an,O,41,album,det,DT,,Nominals
album,O,39,upload,dobj,NN,,Objects
",",O,41,album,punct,",",,Miscellaneous
which,O,45,was,nsubj,WDT,,Subjects
albeit,O,45,was,advmod,RB,,Adverbials
was,O,41,album,relcl,VBD,,Nominals
surprisingly,O,47,fast,advmod,RB,,Adverbials
fast,O,45,was,acomp,JJ,,Complements
",",O,45,was,punct,",",,Miscellaneous
however,O,51,attempting,advmod,RB,,Adverbials
when,O,51,attempting,advmod,WRB,,Adverbials
attempting,O,45,was,advcl,VBG,,Adverbials
to,O,53,create,aux,TO,,Auxiliaries
create,O,51,attempting,xcomp,VB,,Complements
a,O,55,playlist,det,DT,,Nominals
playlist,O,53,create,dobj,NN,play ##list,Objects
out,O,53,create,prep,IN,,Coordination
of,O,56,out,prep,IN,,Coordination
my,O,61,songs,poss,PRP$,,Nominals
newly,O,60,uploaded,advmod,RB,,Adverbials
uploaded,O,61,songs,amod,VBN,,Nominals
songs,O,57,of,pobj,NNS,,Prepositions
",",O,66,froze,punct,",",,Miscellaneous
the,O,64,nomad,det,DT,,Nominals
nomad,O,66,froze,nsubj,NN,no ##mad,Subjects
again,O,66,froze,advmod,RB,,Adverbials
froze,O,66,froze,ROOT,VBD,,ROOT
up,O,66,froze,prt,RP,,Compund
and,O,66,froze,cc,CC,,Coordination
refused,O,66,froze,conj,VBD,,Coordination
to,O,71,work,aux,TO,,Auxiliaries
work,O,69,refused,xcomp,VB,,Complements
.,O,66,froze,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,1,hope,nsubj,PRP,,Subjects
hope,O,1,hope,ROOT,VBP,,ROOT
my,O,4,player,poss,PRP$,,Nominals
next,O,4,player,amod,JJ,,Nominals
player,O,5,doesnt,nsubj,NN,,Subjects
doesnt,O,1,hope,ccomp,NN,doesn ##t,Complements
breakdown,O,5,doesnt,dobj,NN,,Objects
.,O,1,hope,punct,.,,Miscellaneous
.,O,1,hope,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
sure,O,3,adjusted,advmod,UH,,Adverbials
",",O,3,adjusted,punct,",",,Miscellaneous
i,O,3,adjusted,nsubj,PRP,,Subjects
adjusted,O,3,adjusted,ROOT,VBD,,ROOT
the,O,6,speed,det,DT,,Nominals
film,O,6,speed,compound,NN,,Compund
speed,O,3,adjusted,dobj,NN,,Objects
to,O,3,adjusted,prep,IN,,Coordination
400,O,7,to,pobj,CD,,Prepositions
.,O,3,adjusted,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,1,wound,nsubj,PRP,,Subjects
wound,O,1,wound,ROOT,VBP,,ROOT
up,O,1,wound,prt,RP,,Compund
buying,O,1,wound,xcomp,VBG,,Complements
a,O,6,card,det,DT,,Nominals
gray,O,6,card,amod,JJ,,Nominals
card,O,3,buying,dobj,NN,,Objects
and,O,3,buying,cc,CC,,Coordination
use,O,3,buying,conj,VB,,Coordination
it,O,8,use,dobj,PRP,,Objects
all,O,12,time,predet,PDT,,Nominals
the,O,12,time,det,DT,,Nominals
time,O,8,use,npadvmod,NN,,Noun
with,O,8,use,prep,IN,,Coordination
the,O,17,setting,det,DT,,Nominals
custom,O,16,white-balance,compound,NN,,Compund
white-balance,O,17,setting,compound,NN,white - balance,Compund
setting,O,13,with,pobj,NN,,Prepositions
.,O,1,wound,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
the,O,1,software,det,DT,,Nominals
software,B-ASP,2,comes,nsubj,NN,,Subjects
comes,O,2,comes,ROOT,VBZ,,ROOT
with,O,2,comes,prep,IN,,Coordination
plenty,B-OP,3,with,pobj,NN,,Prepositions
of,O,4,plenty,prep,IN,,Coordination
defaults,B-ASP,7,genres,compound,NNS,default ##s,Compund
genres,I-ASP,5,of,pobj,NNS,,Prepositions
.,O,2,comes,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
the,O,2,drawback,det,DT,,Nominals
biggest,O,2,drawback,amod,JJS,,Nominals
drawback,O,10,is,nsubj,NN,draw ##back,Subjects
that,O,5,have,dobj,IN,,Objects
people,O,5,have,nsubj,NNS,,Subjects
have,O,2,drawback,relcl,VBP,,Nominals
about,O,5,have,prep,IN,,Coordination
the,O,9,xtra,det,DT,,Nominals
zen,O,9,xtra,compound,NNP,,Compund
xtra,O,6,about,pobj,NNP,x ##tra,Prepositions
is,O,10,is,ROOT,VBZ,,ROOT
the,O,12,software,det,DT,,Nominals
software,O,10,is,attr,NN,,Objects
.,O,10,is,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,2,rate,nsubj,PRP,,Subjects
would,O,2,rate,aux,MD,,Auxiliaries
rate,O,2,rate,ROOT,VB,,ROOT
this,O,4,is,nsubj,DT,,Subjects
is,O,2,rate,ccomp,VBZ,,Complements
4.5,O,8,quality,nummod,CD,4 . 5,Nominals
stars,O,8,quality,compound,NNS,,Compund
picture,O,8,quality,compound,NN,,Compund
quality,O,4,is,attr,NN,,Objects
;,O,4,is,punct,:,,Miscellaneous
image,O,11,size,compound,NN,,Compund
size,O,14,are,nsubj,NN,,Subjects
defined,O,11,size,acl,VBN,,Nominals
above,O,12,defined,advmod,RB,,Adverbials
are,O,4,is,conj,VBP,,Coordination
specific,O,14,are,acomp,JJ,,Complements
to,O,15,specific,prep,IN,,Coordination
nikon,O,18,coolpix,compound,NNP,nik ##on,Compund
coolpix,O,16,to,pobj,NNP,cool ##pi ##x,Prepositions
.,O,2,rate,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
consider,O,0,consider,ROOT,VB,,ROOT
the,O,2,time,det,DT,,Nominals
time,O,0,consider,dobj,NN,,Objects
you,O,4,save,nsubj,PRP,,Subjects
save,O,2,time,relcl,VBP,,Nominals
during,O,4,save,prep,IN,,Coordination
picture,O,5,during,pobj,NN,,Prepositions
taking,O,4,save,advcl,VBG,,Adverbials
especially,O,7,taking,advmod,RB,,Adverbials
not,O,10,missing,neg,RB,,Negation
missing,O,0,consider,ccomp,VBG,,Complements
a,O,13,moment,det,DT,,Nominals
good,O,13,moment,amod,JJ,,Nominals
moment,O,10,missing,dobj,NN,,Objects
and,O,10,missing,cc,CC,,Coordination
during,O,19,'s,prep,IN,,Coordination
download,O,15,during,pobj,NNP,,Prepositions
",",O,19,'s,punct,",",,Miscellaneous
it,O,19,'s,nsubj,PRP,,Subjects
's,O,0,consider,ccomp,VBZ,' s,Complements
well,O,21,worth,advmod,RB,,Adverbials
worth,O,19,'s,acomp,JJ,,Complements
the,O,25,money,det,DT,,Nominals
little,O,25,money,amod,JJ,,Nominals
extra,O,25,money,amod,JJ,,Nominals
money,O,21,worth,npadvmod,NN,,Noun
.,O,19,'s,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
lot,O,0,lot,ROOT,NN,,ROOT
's,O,0,lot,case,POS,' s,Compund
of,O,0,lot,prep,IN,,Coordination
other,O,4,features,amod,JJ,,Nominals
features,O,2,of,pobj,NNS,,Prepositions
that,O,9,find,dobj,WDT,,Objects
i,O,7,need,nsubj,PRP,,Subjects
need,O,4,features,relcl,VBP,,Nominals
to,O,9,find,aux,TO,,Auxiliaries
find,O,7,need,xcomp,VB,,Complements
out,O,9,find,prt,RP,,Compund
about,O,9,find,prep,IN,,Coordination
.,O,0,lot,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
i,O,1,purchased,nsubj,PRP,,Subjects
purchased,O,1,purchased,ROOT,VBD,,ROOT
this,O,1,purchased,dobj,DT,,Objects
as,O,1,purchased,prep,IN,,Coordination
a,O,6,gift,det,DT,,Nominals
christmas,O,6,gift,compound,NNP,,Compund
gift,O,3,as,pobj,NN,,Prepositions
for,O,6,gift,prep,IN,,Coordination
my,O,9,husband,poss,PRP$,,Nominals
husband,O,7,for,pobj,NN,,Prepositions
.,O,1,purchased,punct,.,,Miscellaneous
_,_,_,_,_,_,_,_
_,_,_,_,_,_,_,_
it,O,1,has,nsubj,PRP,,Subjects
has,O,1,has,ROOT,VBZ,,ROOT
all,O,4,features,predet,PDT,,Nominals
